"","nicu","name","full_address","addr","city","state","zip","level","beds","type","contact"
"170",170,"Broward Health Medical Center","1600 S Andrews Ave Fort Lauderdale FL 33316","1600 S Andrews Ave","Fort Lauderdale","FL","33316","III",63,"Private Practice","Johny Tryzmel, MD"
"171",171,"Brownwood Regional Medical Center","1501 Burnett Rd Brownwood TX 76801","1501 Burnett Rd","Brownwood","TX","76801","II",NA,NA,NA
"172",172,"Bryan Medical Center East Campus","1600 S 48th St Lincoln NE 68506","1600 S 48th St","Lincoln","NE","68506","III",25,"Private Practice",NA
"173",173,"Bryn Mawr Hospital","130 S Bryn Mawr Ave Bryn Mawr PA 19010","130 S Bryn Mawr Ave","Bryn Mawr","PA","19010","III",21,"Network Medical Group",NA
"174",174,"Cabell Huntington Hospital","1340 Hal Greer Boulevard Huntington WV 25701","1340 Hal Greer Boulevard","Huntington","WV","25701","III",36,"Academic Program","Balaji Govindaswami, MD"
"175",175,"California Hospital Medical Center","1401 S Grand Ave Los Angeles CA 90015","1401 S Grand Ave","Los Angeles","CA","90015","III",26,NA,NA
"176",176,"California Pacific Medical Center","3700 California St San Francisco CA 94118","3700 California St","San Francisco","CA","94118","III",36,"Private Practice",NA
"177",177,"Campbell County Health – Gillette","501 S.  South Burma Ave. Gillette WY 82716","501 S.  South Burma Ave.","Gillette","WY","82716","II",7,NA,"Judy Boyle, MD"
"178",178,"Cape Coral Hospital","636 Del Prado Blvd S Cape Coral FL 33990","636 Del Prado Blvd S","Cape Coral","FL","33990","II",10,"Private Practice",NA
"179",179,"Cape Fear Valley Medical Center","1638 Owen Dr Fayetteville NC 28304","1638 Owen Dr","Fayetteville","NC","28304","III",44,"Private Practice","Keith Gallaher, MD"
"180",180,"Capital Health Medical Center","1 Capital Way, Pennington NJ 08534","1 Capital Way,","Pennington","NJ","08534","III",12,"Private Practice","Randi Axelrod, MD"
"181",181,"Capital Regional Medical Center","2626 Capital Medical Blvd Tallahassee FL 32308","2626 Capital Medical Blvd","Tallahassee","FL","32308","II",10,"Private Practice",NA
"182",182,"Carilion Roanoke Memorial Hospital","1906 Belleview Ave SE Roanoke VA 24014","1906 Belleview Ave SE","Roanoke","VA","24014","III",60,"Private Practice","Hirenkumar Patel, MD"
"183",183,"Carle Foundation Hospital","611 W Park St Urbana IL 61801","611 W Park St","Urbana","IL","61801","III",48,NA,NA
"184",184,"Carolinas Blue Ridge","2201 South Sterling Street Morganton NC 28655","2201 South Sterling Street","Morganton","NC","28655","II",4,"Private Practice","James Pascale, MD"
"185",185,"CaroMont Regional Medical Center","525 Court Dr Gastonia NC 28054","525 Court Dr","Gastonia","NC","28054","III",16,"Private Practice","Kevin Coppage, MD"
"186",186,"Carondelet St. Joseph’s Hospital – Tucson","350 N. Wilmot Road Tucson AZ 85711","350 N. Wilmot Road","Tucson","AZ","85711","II",30,"Private Practice","Dariush Mehrabani-Zardoshti, MD"
"187",187,"Carroll Hospital","200 Memorial Ave, Westminster MD 21157","200 Memorial Ave,","Westminster","MD","21157","II",NA,"Private Practice","Cynthia Roldan, M.D"
"188",188,"Castle Rock Adventist","2352 Meadows Blvd Castle Rock CO 80109","2352 Meadows Blvd","Castle Rock","CO","80109","II",4,"Private Practice","Karen Zarlengo, MD"
"189",189,"Catawaba Valley Medical Center","810 Fairgrove Church Rd SE Hickory NC 28602","810 Fairgrove Church Rd SE","Hickory","NC","28602","III",20,"Private Practice","Samuel Wellman, MD"
"190",190,"Catholic Medical Center","100 McGregor St Manchester NH 03102","100 McGregor St","Manchester","NH","03102","II",10,"Academic Program","Steven Ringer, MD"
"191",191,"Cedar Park Regional Medical Center","1401 Medical Pkwy Cedar Park TX 78613","1401 Medical Pkwy","Cedar Park","TX","78613","II",8,"Private Practice",NA
"192",192,"Cedar Sinai Medical Center","8700 Beverly Blvd Los Angeles CA 90048","8700 Beverly Blvd","Los Angeles","CA","90048","IV",45,"Private Practice","Charles Simmons, MD"
"193",193,"Centegra McHenry Hospital","4201 Medical Center Drive McHenry IL 60050","4201 Medical Center Drive","McHenry","IL","60050","II",NA,"Private Practice",NA
"194",194,"Centennial Hills Medical Center","6900 N Durango Dr Las Vegas NV 89149","6900 N Durango Dr","Las Vegas","NV","89149","III",18,"Private Practice","Philip Vaughn, MD"
"195",195,"Centerpoint Medical Center","19600 East 39th St S Independence MO 64057","19600 East 39th St S","Independence","MO","64057","III",12,"Private Practice","Tiffany Simpson, MD"
"196",196,"Centinela Hospital Medical Center","555 E Hardy St Inglewood CA 90301","555 E Hardy St","Inglewood","CA","90301","II",9,NA,NA
"197",197,"Central Maine Medical Center","10 High St Lewiston ME 04240","10 High St","Lewiston","ME","04240","II",NA,NA,NA
"198",198,"Central Washington Hospital & Clinics","1201 S Miller St, Wenatchee WA 98801","1201 S Miller St,","Wenatchee","WA","98801","II",NA,NA,NA
"199",199,"CentraState Medical Center","901 West Main Street Freehold NJ 07728","901 West Main Street","Freehold","NJ","07728","II",NA,"Employed Group",NA
"200",200,"Centura Health Longmont United","1950 Mountain View Ave Longmont CO 80501","1950 Mountain View Ave","Longmont","CO","80501","III",6,"Academic Program","Annie Hall, MD"
"201",201,"Centura Health Parker Adventist Hospital","9395  Crown Crest Blvd Parker CO 80138","9395  Crown Crest Blvd","Parker","CO","80138","III",12,"Academic Program","Danielle Smith, MD"
"202",202,"Centura Health Penrose St. Francis","6001 E Woodman Rd Colorado Springs CO 80923","6001 E Woodman Rd","Colorado Springs","CO","80923","III",54,"Private Practice","Bridget Buzzella, MD"
"203",203,"Chambersburg Hospital","112 N 7th St Chambersburg PA 17201","112 N 7th St","Chambersburg","PA","17201","II",9,"Employed Group",NA
"204",204,"Chandler Regional Medical Center","1955 W Frye Rd Chandler AZ 85224","1955 W Frye Rd","Chandler","AZ","85224","II",35,"Private Practice","James Zozobrado, MD"
"205",205,"Charleston Area Medical Center","800 Pennsylvania Ave Charleston WV 25302","800 Pennsylvania Ave","Charleston","WV","25302","IV",26,"Private Practice",NA
"206",206,"Charlton Memorial Hospital","363 Highland Ave Fall River MA 02720","363 Highland Ave","Fall River","MA","02720","II",NA,"Academic Program","Daphne Remy, MD"
"207",207,"Chester County Hospital","701 E Marshall St West Chester PA 19380","701 E Marshall St","West Chester","PA","19380","III",15,"Academic Program","Carol Anderson, MD"
"208",208,"Cheyenne Regional","214 E 23rd St Cheyenne Cheyenne WY 82001","214 E 23rd St Cheyenne","Cheyenne","WY","82001","II",NA,NA,NA
"209",209,"CHI – St. Alexis Health","900 E Broadway Ave Bismarck ND 58501","900 E Broadway Ave","Bismarck","ND","58501","III",24,"Hospital Employed",NA
"210",210,"CHI Good Samaritan","10 E 31st St Kearney NE 68847","10 E 31st St","Kearney","NE","68847","II",9,NA,NA
"211",211,"CHI Health Lakeside Hospital","16901 Lakeside Hills Ct Omaha NE 68130","16901 Lakeside Hills Ct","Omaha","NE","68130","II",7,"Academic Program","Terence Zach, MD"
"212",212,"CHI Saint Joseph East","170 N Eagle Creek Dr Lexington KY 40509","170 N Eagle Creek Dr","Lexington","KY","40509","III",16,"Private Practice","Khaldon Jundi, MD"
"213",213,"CHI St. Elizabeth","555 S 70th St Lincoln NE 68510","555 S 70th St","Lincoln","NE","68510","III",30,"Private Practice","BJ Wilson, MD"
"214",214,"CHI St. Francis","2620 W Faidley Ave Grand Island NE 68803","2620 W Faidley Ave","Grand Island","NE","68803","II",9,NA,NA
"215",215,"CHI St. Luke’s  Health – The Woodlands Hospital","17200 St. Luke's Way The Woodlands TX 77384","17200 St. Luke's Way","The Woodlands","TX","77384","II",NA,"Academic Program",NA
"216",216,"CHI St. Luke’s Health – Sugar Land Hospital","1317 Lake Pointe Pkwy Sugar Land TX 77478","1317 Lake Pointe Pkwy","Sugar Land","TX","77478","II",NA,"Academic Program",NA
"217",217,"CHI St. Luke’s Health Memorial","1201 W Frank Ave Lufkin TX 75904","1201 W Frank Ave","Lufkin","TX","75904","II",8,"Academic Program",NA
"218",218,"CHI St. Vincent Hot Springs","300 Werner St Hot Springs AR 71913","300 Werner St","Hot Springs","AR","71913","II",NA,NA,NA
"219",219,"Children’s Healthcare of Atlanta – Egleston Hospital","1405 Clifton Rd. Atlanta GA 30322","1405 Clifton Rd.","Atlanta","GA","30322","IV",80,"Academic Program","Anthony Piazza, MD"
"220",220,"Children’s Hospital & Medical Center","8200 Dodge St Omaha NE 68114","8200 Dodge St","Omaha","NE","68114","IV",40,"Academic Program","Nicole Birge, MD"
"221",221,"Children’s Hospital at Erlanger","910 Blackford St. Chattanooga TN 37403","910 Blackford St.","Chattanooga","TN","37403","IV",58,"Academic Program","Anuj Sinha, DO"
"222",222,"Children’s Hospital Oakland","1975 4th St San Francisco CA 94158","1975 4th St","San Francisco","CA","94158","IV",50,"Academic Program","Thomas Shimotake, MD"
"223",223,"Children’s Hospital of Colorado","13123 E 16th Ave Aurora CO 80045","13123 E 16th Ave","Aurora","CO","80045","IV",84,"Academic Program","Theresa Grover, MD"
"224",224,"Children’s Hospital of Colorado – Colorado Springs","4090 Briargate Pkwy Colorado Springs CO 80920","4090 Briargate Pkwy","Colorado Springs","CO","80920","III",50,"Private Practice","Robert Kiley, MD"
"225",225,"Children’s Hospital of Georgia","1446 Harper St Augusta GA 30912","1446 Harper St","Augusta","GA","30912","IV",42,"Academic Program","Amy Thompson, MD"
"226",226,"Children’s Hospital of Los Angeles","4650 Sunset Blvd Los Angeles CA 90027","4650 Sunset Blvd","Los Angeles","CA","90027","IV",58,"Academic Program","Rachel Chapman, MD"
"227",227,"Children’s Hospital of Michigan","3901 Beaubien Street Detroit MI 48201","3901 Beaubien Street","Detroit","MI","48201","IV",40,"Academic Program","Girija Natarajan, MD"
"228",228,"Children’s Hospital of Nevada","1800 W Charleston Blvd Las Vegas NV 89102","1800 W Charleston Blvd","Las Vegas","NV","89102","III",24,"Academic Program",NA
"229",229,"Children’s Hospital of New Orleans","200 Henry Clay Ave New Orleans LA 70118","200 Henry Clay Ave","New Orleans","LA","70118","IV",34,"Academic Program","Brian Barkemeyer, MD"
"230",230,"Children’s Hospital of Orange County","1201 W La Veta Ave Orange CA 92868","1201 W La Veta Ave","Orange","CA","92868","IV",104,"Private Practice","Vijay Dhar, MD"
"231",231,"Children’s Hospital of Philadelphia","3401 Civic Center Blvd Philadelphia PA 19104","3401 Civic Center Blvd","Philadelphia","PA","19104","IV",95,"Academic Program","David Munson, MD"
"232",232,"Children’s Hospital of Richmond at VCU","1000 East Broad Street Richmond VA 23219","1000 East Broad Street","Richmond","VA","23219","IV",40,"Academic Program","Russell Moores, MD"
"233",233,"Children’s Hospital of San Antonio","333 N Santa Rosa St San Antonio TX 78207","333 N Santa Rosa St","San Antonio","TX","78207","IV",60,"Private Practice","Maria Pierce, MD"
"234",234,"Children’s Hospital of The King’s Daughters","601 Children's Ln Norfolk VA 23507","601 Children's Ln","Norfolk","VA","23507","IV",64,"Employed Group","Jamil Khan, MD"
"235",235,"Children’s Hospital of Wisconsin – Fox Valley","130 Second St Neenah WI 54956","130 Second St","Neenah","WI","54956","III",22,"Academic Program","Michael Holkensen, MD"
"236",236,"Children’s Hospital of Wisconsin – Milwaukee","8915 W Connell Ct Milwaukee WI 53226","8915 W Connell Ct","Milwaukee","WI","53226","IV",70,"Academic Program","Michael Uhing, MD"
"237",237,"Children’s Medical Center of Dallas","1935 Medical District Dr Dallas TX 75235","1935 Medical District Dr","Dallas","TX","75235","IV",47,"Academic Program","Rashmin Savani, MD"
"238",238,"Children’s Mercy Hospital","2401 Gillham Rd Kansas City MO 64108","2401 Gillham Rd","Kansas City","MO","64108","IV",84,"Academic Program","Eugenia Pallotto, MD"
"239",239,"Children’s Minnesota – Minneapolis","2525 Chicago Ave. Minneapolis MN 55404","2525 Chicago Ave.","Minneapolis","MN","55404","IV",118,"Hospital Employed","Thomas George, MD"
"240",240,"Children’s Minnesota – St. Paul","345 Smith Ave N St Paul MN 55102","345 Smith Ave N","St Paul","MN","55102","III",62,"Hospital Employed","Jill Therien, MD"
"241",241,"Children’s National","111 Michigan Ave NW Washington DC 20010","111 Michigan Ave NW","Washington","DC","20010","IV",54,"Academic Program","Lamia Soghier, MD"
"242",242,"Children’s of Alabama","1600 7th Ave S Birmingham AL 35233","1600 7th Ave S","Birmingham","AL","35233","IV",48,"Academic Program","Carl Coghill, MD"
"243",243,"Children’s of Mississippi","2500 N State St Jackson MS 39216","2500 N State St","Jackson","MS","39216","IV",102,"Academic Program","Mobolaji Famuyide, MD"
"244",244,"Children’s Scottish Rite Hospital","1001 Johnson Ferry Road NE Atlanta GA 30342","1001 Johnson Ferry Road NE","Atlanta","GA","30342","III",35,"Private Practice","Patrick S. Spafford, MD (Neonatology Associates)"
"245",245,"Chilton Medical Center","97 West Pkwy, Pompton Plains NJ 07444","97 West Pkwy,","Pompton Plains","NJ","07444","II",4,"Private Practice","Lawrence Skolnick, MD"
"246",246,"Chippenham Hospital","7101 Jahnke Rd Richmond VA 23225","7101 Jahnke Rd","Richmond","VA","23225","III",15,"Private Practice","Sandy Tarant, MD"
"247",247,"Christiana Hospital","4755 Ogletown Stanton Rd Newark DE 19718","4755 Ogletown Stanton Rd","Newark","DE","19718","III",68,"Private Practice","Michael Antunes, M.D."
"248",248,"Christus Good Shepherd Medical Center","700 E Marshall Ave Longview TX 75601","700 E Marshall Ave","Longview","TX","75601","III",31,NA,NA
"249",249,"Christus Highland Medical Center","1453 East Bert Kouns Industrial Loop Shreveport LA 71115","1453 East Bert Kouns Industrial Loop","Shreveport","LA","71115","III",21,"Employed Group","Sara Serio, MD"
"250",250,"Christus Santa Rosa Hospital – New Braunfels","600 N Union Ave New Braunfels TX 78130","600 N Union Ave","New Braunfels","TX","78130","II",NA,"Private Practice",NA
"251",251,"CHRISTUS Santa Rosa Hospital – Westover Hills","11212 TX-151 San Antonio TX 78251","11212 TX-151","San Antonio","TX","78251","II",NA,NA,NA
"252",252,"Christus Southeast Texas – St. Elizabeth","2830 Calder Ave Beaumont TX 77702","2830 Calder Ave","Beaumont","TX","77702","III",14,NA,NA
"253",253,"Christus Spohn Hospital South","5950 Saratoga Blvd Corpus Christi TX 78414","5950 Saratoga Blvd","Corpus Christi","TX","78414","III",24,"Private Practice","Alfonso Prado, MD"
"254",254,"Christus St. Frances Cabrini Hospital","3330 Masonic Dr. Alexandria LA 71301","3330 Masonic Dr.","Alexandria","LA","71301","III",20,"Private Practice","Amar Nijjar, MD"
"255",255,"Christus St. Michael Hospital","2600 St Michael Dr Texarkana TX 75503","2600 St Michael Dr","Texarkana","TX","75503","III",15,"Private Practice","Susan Keeney, MD"
"256",256,"Christus St. Vincent Regional Medical Center","455 St. Michael's Drive Santa Fe NM 87505","455 St. Michael's Drive","Santa Fe","NM","87505","II",4,NA,NA
"257",257,"Christus Trinity Mother Frances","800 E Dawson St Tyler TX 75701","800 E Dawson St","Tyler","TX","75701","III",28,NA,"Brenda Morris, MD"
"258",258,"Cincinnati Children’s Hospital","3333 Burnet Ave Cincinnati OH 45229","3333 Burnet Ave","Cincinnati","OH","45229","IV",93,"Academic Program","Beth Haberman, MD"
"259",259,"Citizens Medical Center","2701 Hospital Dr Victoria TX 77901","2701 Hospital Dr","Victoria","TX","77901","II",NA,"Private Practice",NA
"260",260,"Clara Maass Medical Center","1 Clara Maass Dr, Belleville NJ 07109","1 Clara Maass Dr,","Belleville","NJ","07109","II",NA,"Employed Group",NA
"261",261,"Clark Memorial Health","1220 Missouri Ave Jeffersonville IN 47130","1220 Missouri Ave","Jeffersonville","IN","47130","II",7,"Academic Program","Ketan Mehta, MD"
"262",262,"Cleveland Clinic","9500 Euclid Avenue Cleveland OH 44195","9500 Euclid Avenue","Cleveland","OH","44195","III",17,"Academic Program","Ricardo Rodriguez, MD"
"263",263,"Cleveland Clinic Martin North Hospital","200 SE Hospital Ave Stuart FL 34994","200 SE Hospital Ave","Stuart","FL","34994","II",5,NA,NA
"264",264,"Clovis Community Medical Center","2755 Herndon Ave Clovis CA 93611","2755 Herndon Ave","Clovis","CA","93611","II",8,"Private Practice","Alok Kumar, MD"
"265",265,"Cohen Children’s Medical Center","269-01 76th Avenue New Hyde Park NY 11040","269-01 76th Avenue","New Hyde Park","NY","11040","IV",57,"Academic Program","Vita Boyar, MD"
"266",266,"Colquitt Regional Medical Center","3131 S Main St Moultrie GA 31768","3131 S Main St","Moultrie","GA","31768","II",NA,NA,NA
"267",267,"Columbia – St. Mary’s Milwaukee","2301 N Lake Dr Milwaukee WI 53211","2301 N Lake Dr","Milwaukee","WI","53211","III",25,"Employed Group",NA
"268",268,"Columbus Regional Health","2400 17th St Columbus IN 47201","2400 17th St","Columbus","IN","47201","II",NA,NA,NA
"269",269,"Comanche County Memorial Hospital","3401 West Gore Boulevard Lawton OK 73505","3401 West Gore Boulevard","Lawton","OK","73505","II",8,"Academic Program","Abhishek Makkar, MD"
"270",270,"Community Hospital","901 Macarthur Blvd Munster IN 46321","901 Macarthur Blvd","Munster","IN","46321","III",32,"Academic Program",NA
"271",271,"Community Hospital East","1500 N Ritter Ave Indianapolis IN 46219","1500 N Ritter Ave","Indianapolis","IN","46219","II",NA,"Academic Program",NA
"272",272,"Community Hospital North","7150 Clearvista Dr Indianapolis IN 46256","7150 Clearvista Dr","Indianapolis","IN","46256","III",36,"Academic Program","David Hertz, MD"
"273",273,"Community Hospital of San Bernardino","1805 Medical Center Dr San Bernardino CA 92411","1805 Medical Center Dr","San Bernardino","CA","92411","II",NA,NA,NA
