,hosp_num,hosp_name,full_address,addr,city_state_zip,nicu_beds,num_neonats,neonat_names,referral
87,87,"EL CAMINO HOSPITAL, LOS GATOS","815 Pollard Rd. Los Gatos, CA 95030",815 Pollard Rd.,"Los Gatos, CA 95030",Level IIA; NICU Beds: 2,Neonatologists: 1,Neonatologists names: Donna Conom,NA
88,88,ST. FRANCIS MEDICAL CENTER,"3630 E. Imperial Hwy Lynwood, CA 90262",3630 E. Imperial Hwy,"Lynwood, CA 90262",Level IIIB; NICU: 29,Neonatologists: 6,Neonatologists names: Fayez Bany-Mohammed; Rebecca Coleman; Kahakshi Devarajan; A.S. Moosa; Medardo Supnet; Cherry Uy,NA
89,89,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,"9300 Valley Children's Place Madera, CA 93636",9300 Valley Children's Place,"Madera, CA 93636",Level IIIC; NICU Beds: 104,Neonatologists: 6,Neonatologists names: Vinod Bansal; Indira Chandrasekar; Jeffrey Pietz; Krishnakumar Rajani; Kajori Thusu; Nadarasa Visveshwara,NA
90,90,CHILDREN'S HOSPITAL AT MISSION,"27700 Medical Genter Dr. Mission Viejo, CA 92691",27700 Medical Genter Dr.,"Mission Viejo, CA 92691",Level IIIB; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologists Group of Children's Hospital of Orange County, Orange, CA"
91,91,DOCTORS MEDICAL CENTER,"1441 Florida Ave. Modesto, CA 95350",1441 Florida Ave.,"Modesto, CA 95350",Level IIIB; NICU Beds: 45,Neonatologists: 5,Neonatologists names: Christina Anderson; Glenn Desandre; David Klain; Frederick Murphy; Timothy Yao,NA
92,92,MEMORIAL HOSPITAL MEDICAL CENTER,"1700 Coffee Rd. Modesto, CA 95365",1700 Coffee Rd.,"Modesto, CA 95365",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Doctors Medical Center, Modesto, CA"
93,93,GARFIELD MEDICAL CENTER,"525 N. Garfield Ave. Monterey Park, CA 91754",525 N. Garfield Ave.,"Monterey Park, CA 91754",Level IIIA; NICU Beds: 20,Neonatologists: 3,Neonatologists names: Aurora Arlene Kamen; Richard Meidell; Rajan Vigna,NA
94,94,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,"26520 Cactus Ave. Moreno Valley, CA 92555",26520 Cactus Ave.,"Moreno Valley, CA 92555",Level IIIB; NICU Beds: 35,Neonatologists:,NA,"Refer to Neonatologists Group of Loma Linda University Children<U+2019>s Hospital, Loma Linda, CA"
95,95,EL CAMINO HOSPITAL,"2500 Grant Ad. Mountain View, CA 94040",2500 Grant Ad.,"Mountain View, CA 94040",Level IIIB; NICU Beds: 20,Neonatologists:,NA,"Refer to Neonatologists Group of Lucite Salter Packard Children's Hospital, Palo Alto, CA"
96,96,QUEEN OF THE VALLEY MEDICAL CENTER,"1000 Trancas St. Napa, CA 94558",1000 Trancas St.,"Napa, CA 94558",Level IIIA; NICU Beds: 6,Neonatologists: 2,Neonatologists names: Robert Losey; Don Wong,NA
97,97,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"1 Hoag Drive. Newport Beach, CA 92663",1 Hoag Drive.,"Newport Beach, CA 92663",Level IIIB; NICU Beds: 21,Neonatologists: 6,Neonatologists names: Christine Bixby; Bernad Hannam; Robert Hillyard; Sophia Jones; Anthony Liu; Lawrence Wickham,NA
98,98,NORTHRIDGE HOSPITAL MEDICAL CENTER,"18300 Roscoe Blvd. Northridge, CA 91328",18300 Roscoe Blvd.,"Northridge, CA 91328",Level IIIB; NICU Beds: 22,Neonatologists: 3,Neonatologists names: Saba Gaffar; Theodore Glatz; Barry Halpern,NA
99,99,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,"747 52nd St. Oakland, CA 94609",747 52nd St.,"Oakland, CA 94609",Level IIIC; NICU Beds: 53,Neonatologists: 20,Neonatologists names: Stacie Bennet; Margarita Berrios; Arthur D'Harlingue; Golde Dudell; David Durand; Alex Espinoza; Thomas Eusterbrock; Joanna Halkias; Kristin Hubert; Priscilla Joe; Lily Kao; Jennifer Levy; Jeff Merril; Nicholas Mickas; William Murphy; Amarjit Sandhu; Charles Scott; Jamie Tannenbaum; Anna Usowicz; Hui-Hsin Wu,NA
100,100,KAISER PERMANENTE - OAKLAND MEDICAL CENTER,"280 W. MacArthur Blvd. Oakland, CA 94611",280 W. MacArthur Blvd.,"Oakland, CA 94611",Level IIIB; NICU Beds: 29,Neonatologists: 5,Neonatologists names: Shannon Alexander; Michael Jennis; Nami Jhaveri; Mkhael Kuzniewicz; Anna Morgan,NA
101,101,TRICITY MEDICAL CENTER,"4002 Vista Way Oceanside, CA 92056",4002 Vista Way,"Oceanside, CA 92056",Level IIIB; NICU Beds: 20,Neonatologists: 4,Neonatologists names: George Canahay; Mary Laxa; Hamid Movahhedian; Romana Uher,NA
102,102,KAISER PERMANENTE MEDICAL CENTER - ONTARIO,"2295 South Vineyard Ontario, CA 91761",2295 South Vineyard,"Ontario, CA 91761",Level IIB; NICU Beds: 8,NA,NA,NA
103,103,CHILDREN'S HOSPITAL OF ORANGE COUNTY,"455 S. Main St. Orange, CA 92668",455 S. Main St.,"Orange, CA 92668",Level IIIC; NICU Beds: 42,Neonatologists: 32,Neonatologists names: Irfan Ahmad; Ragnar Amile; Nandini Arul; Daryoush Bassiri; Kushal Bhakta; Christine Bixby; Theodore Caliendo; Heather Carriendo; Edward Chai; John Clearly; Thomas Do; Bernard Hannam; Stephen Hanten; David Hicks; Robert Hillyard; Shahid Kamran; Sudeep Kukreja; Christine Kurlawalla; Gail Levine; Tony Liu; Dilip Patel; Sirisha Perugu; Charlie Phillips; Naglaa Ramadan; Daniel Saesim; Lavonne Sheng; Jack Sills; Antoine Soliman; Katrina Tesmer; Caral Weis; Lawrence Wickham; Carrie Worcester,NA
104,104,UC IRVINE MEDICAL CENTER,"101 City Drive South, Bldg 56, Ste. 600 Orange, CA 92868","101 City Drive South, Bldg 56, Ste. 600","Orange, CA 92868",Level IIIB; NICU Beds: 38,Neonatologists: 5,Neonatologists names: Fayez Bany-Mohammed; Rebecca Coleman; Douglas Cunningham; Cherry Uy; Feizal Waffarn,NA
105,105,ST. JOHN'S REGIONAL MEDICAL CENTER,"1600 N. Rose Ave. Oxnard, CA 93030",1600 N. Rose Ave.,"Oxnard, CA 93030",Level IIIB; NICU Beds: 16,Neonatologists: 3,Neonatologists names: Maria Abrantes; Gail Levine; James Schick,NA
106,106,DESERT REGIONAL MEDICAL CENTER,"1150 N. Indian Canyon Dr. Palm Springs, CA 92262",1150 N. Indian Canyon Dr.,"Palm Springs, CA 92262",Level IIIB; NICU Beds: 30,Neonatologists: 6,Neonatologists names: Jamison Jones; Julian Keith; Juanito Novales; William Phaklides; Robert Piecuch; Anna Salva,NA
107,107,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL,"725 Welch Rd. Palo Alto, CA 94304",725 Welch Rd.,"Palo Alto, CA 94304",Level IIIC; NICU Beds: 81,Neonatologists: 27,Neonatologists names: Marian Adams; Ronald Ariagno; William Benitz; Vinod Bhutani; Richard Bland; Valerie Chock; Ronald Cohen; Alexis Davis; Heidi Feldman; Greg Glasscock; Jeffrey Gould; Louis Halamek; Susan Hintz; Paul Hwang; Magdy Ismail; Antonios Issa; Kari McCallie; Ned McNamara; Stephanie Miller; Dushyant Oza; Nilima Ragavan; Pramela Ramchandran; William Rhine; Dharshi Sivakumar; David Stevenson; Philip Sunshine; Krisa Van Meurs,NA
108,108,KAISER PERMANENTE MEDICAL CENTER - PANORAMA CITY,"13652 Cantara St. Panorama City, CA 91402",13652 Cantara St.,"Panorama City, CA 91402",Level IIIB; NICU Beds: 24,Neonatologists: 7,Neonatologists names: Shankar Bhatta; David Braun; Maria Maun; Thomas Sherry; Keith Utley; Maria Fe Villosis; David Wirtschafter,NA
109,109,HUNTINGTON MEMORIAL HOSPITAL,"100 W. California Blvd. Pasadena, CA 91105",100 W. California Blvd.,"Pasadena, CA 91105",Level IIIC; NICU Beds: 52,Neonatologists: 9,Neonatologists names: Celia Alconcel; Ernesto Gangitano; Elizabeth Kovacs; Ricardo Liberman; Robert Posen; Jamie Powers; Moises Sinay; Purificacion Tumbaga; John Vogt,NA
110,110,VALLEYCARE HOSPITAL,"5555 West Las Posita Ave. Pleasanton, CA 94588",5555 West Las Posita Ave.,"Pleasanton, CA 94588",Level IIB; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Monica Hajdena-Dawson; Henry Lee,"Refer to Neonatologists Group of UCSF Medical Center, San Francisco, CA"
111,111,POMONA VALLEY HOSPITAL MEDICAL CENTER,"1798 N. Garey Ave. Pomona, CA 97167",1798 N. Garey Ave.,"Pomona, CA 97167",Level IIIB; NICU Beds: 53,Neonatologists: 6,Neonatologists names: Kaushal Bhakta; Shahid Kamran; Pankaj Mistry; Suha Newhide; Harjinder Singh; Hoa Cong Vo,NA
112,112,MERCY MEDICAL CENTER REDDING,"2175 Rasaline Ave. Redding, CA 96001",2175 Rasaline Ave.,"Redding, CA 96001",Level IIIB; NICU Beds: 16,Neonatologists: 3,Neonatologists names: Reena Jain; Hemant Saini; Craig Traugott,NA
113,113,REDLANDS COMMUNITY HOSPITAL,"350 Terracina Blvd. Redlands, CA 92373",350 Terracina Blvd.,"Redlands, CA 92373",Level IIIB; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologists Group of Riverside Community Hospital, Riverside, CA"
114,114,SEQUOIA DISTRICT HOSPITAL,"170 Alameda de las Pulgas Redwood City, CA 94062",170 Alameda de las Pulgas,"Redwood City, CA 94062",Level IIA; NICU Beds: 6,Neonatologists: 1,Neonatologists names: Nilima Ragavan,NA
115,115,KAISER PERMANENTE MEDICAL CENTER - RIVERSIDE,"10800 Magnolia Ave. Riverside, CA 92505",10800 Magnolia Ave.,"Riverside, CA 92505",Level IIIA; NICU Beds: 15,Neonatologists: 4,Neonatologists names: Edgar Chernin; Gary Laborada; Pradip Shah; Zoltan Zentay,NA
116,116,PARKVIEW COMMUNITY HOSPITAL,"3865 Jackson St. Riverside, CA 92503",3865 Jackson St.,"Riverside, CA 92503",Level IIIA; NICU Beds: 16,Neonatologists: 1,Neonatologists names: Heather Carriendo,NA
117,117,RIVERSIDE COMMUNITY HOSPITAL,"4445 Magnolia Ave. Riverside, CA 92501",4445 Magnolia Ave.,"Riverside, CA 92501",Level IIIB; NICU Beds: 20,Neonatologists: 3,Neonatologists names: Joseph Awadalla; Louis Martincheck; Allan Wolpe,NA
118,118,KAISER PERMANENTE MEDICAL CENTER - ROSEVILLE,"1600 Eureka Roseville, CA 95661",1600 Eureka,"Roseville, CA 95661",Level IIIB; NICU Beds: 48,Neonatologists: 9,Neonatologists names: Arabu Abdu; Sarah Buxton; Hui-Li Chiou; Oky Gurel; Thomas Lai; Nancy Leung; Mark Petruska; Karen Woo; Mark Ziegler,NA
119,119,MERCY METHODIST HOSPITAL OF SACRAMENTO,"7600 Hospital Dr. Sacramento, CA 95823",7600 Hospital Dr.,"Sacramento, CA 95823",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Mercy San Juan Medical Center, Carmichael, CA"
120,120,SUTTER MEMORIAL HOSPITAL,"5151 ""F"" St. Sacramento, CA 95819","5151 ""F"" St.","Sacramento, CA 95819",Level IIIC; NICU Beds: 61,Neonatologists: 9,Neonatologists names: Stephen Butler; Kim Chiwan; Eva Granzou; Cindy Korte; Arthur Lyons III; Erlinda Manalo; J. Fernando Rosas; Gustavo Sosa; Andrew Wertz,NA
121,121,UC DAVIS MEDICAL CENTER AND CHILDREN<U+2019>S HOSPITAL,"2315 Stockton Blvd. Sacramento, CA 95817",2315 Stockton Blvd.,"Sacramento, CA 95817",Level IIIC; NICU Beds: 49,Neonatologists: 7,Neonatologists names: Albert Chan; Ian Griffin; Jay Milstein; Anthony Philipps; Francis Poulain; Nirupama Subramanian; Mark Underwood,NA
122,122,NATIVIDAD MEDICAL CENTER,"1444 Constitution Blvd., Bldg. 300 Salinas, CA 93912","1444 Constitution Blvd., Bldg. 300","Salinas, CA 93912",Level IIIB; NICU Beds: 15,Neonatologists: 2,Neonatologists names: Roberta Bruni; Cynthia Ewing,NA
123,123,SALINAS VALLEY MEMORIAL HEALTH CARE SYSTEM,"450 East Romle Lane Salinas, CA 93901",450 East Romle Lane,"Salinas, CA 93901",Level IIIA; NICU Beds: 11,Neonatologists: 3,Neonatologists names: Robert Castro; Greg Glasscock; Carl Yaeger,NA
124,124,COMMUNITY HOSPITAL OF SAN BERNARDINO,"1805 Medical Center Dr. San Bernardino, CA 92411",1805 Medical Center Dr.,"San Bernardino, CA 92411",Level IIB; NICU Beds: 5,Neonatologists: 3,Neonatologists names: Cecilia Casaclang; Vellore Muraligopal; Thelma Yap,NA
125,125,ST. BERNARDINE MEDICAL CENTER,"2101 N. Waterman Ave. San Bernardino, CA 92404",2101 N. Waterman Ave.,"San Bernardino, CA 92404",Level IIIB; NICU Beds: 20,Neonatologists: 4,Neonatologists names: Cecilia Casaclang; Katherine Kuniyoshi; Vellore Muralogopal; Thelma Yap,"Refer to Neonatologists Group of Arrowhead Regional Medical Center, Colton, CA"
126,126,KAISER PERMANENTE MEDICAL CENTER - SAN DIEGO,"4847 Zion Ave. San Diego, CA 92120",4847 Zion Ave.,"San Diego, CA 92120",Level IIIB; NICU Beds: 35,Neonatologists: 5,Neonatologists names: Patricia Bromberger; Miracor Javier; Halleh Mir; Matthew Sebald; Lawrence Sweet,NA
127,127,NAVAL MEDICAL CENTER SAN DIEGO,"34800 Bob Wilson Dr. San Diego, CA 92134-5000",34800 Bob Wilson Dr.,"San Diego, CA 92134-5000",Level IIIB; NICU Beds: 30,Neonatologists: 6,Neonatologists names: Dale Bull; Douglas Carbine; Eileen Hoke; Con Yee Ling; Shanta Matthews; Cindy Schultz,NA
128,128,RADY CHILDREN'S HOSPITAL SAN DIEGO,"3020 Children's Way, MC 5008 San Diego, CA 92123","3020 Children's Way, MC 5008","San Diego, CA 92123",Level IIIC; NICU Beds: 41,Neonatologists: 15,Neonatologists names: Marva Evans; Nabil Fatayerji; David Golembeski; Alison Graham; Jose Honold; Amy Kimball; Gail Knight; Brian Lane; Jane O'Donnell; Charles Sauer; Michael Segall; Mark Speziale; Denise Suttner; Casey Wang; Paul Zlotnik,NA
129,129,SCRIPPS MERCY HOSPITAL,"4077 Fifth Ave./Mer 91 San Diego, CA 92103",4077 Fifth Ave./Mer 91,"San Diego, CA 92103",Level IIB; NICU Beds: 20,Neonatologists: 2,Neonatologists names: Sarah Flemming; Riad Mardoum,NA
130,130,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,"3003 Health Center Dr. San Diego, CA 92123",3003 Health Center Dr.,"San Diego, CA 92123",Level IIIB; NICU Beds: 84,Neonatologists: 10,Neonatologists names: Jack Anderson; Graham Bernstein; Zhara Ghoreshi; Jeev Gnanaratnem; Alison Graham; David Kaegi; Maynard Rasmussen; Mandhir Suri; Nancy Wight; Paul Wozniak,NA
131,131,UC SAN DIEGO MEDICAL CENTER,"200 W. Arbor Dr., #8774 San Diego, CA 92103-8774","200 W. Arbor Dr., #8774","San Diego, CA 92103-8774",Level IIIB; NICU Beds: 49,Neonatologists: 11,Neonatologists names: Dale Bull; Neil Finer; Donna Garey; Gregory Heldt; Anup Katheria; Jae Kim; Tina Leone; Krishelle Leong; Frank Mannino; Evan Snyder; Yvonne Vaucher,NA
132,132,CALIFORNIA PACIFIC MEDICAL CENTER,"3700 California St. San Francisco, CA 94118",3700 California St.,"San Francisco, CA 94118",Level IIIC; NICU Beds: 36,Neonatologists: 7,Neonatologists names: Nancy Chorne; Steven Goldman; Ghizla Kaleem; David Lee; Kathleen Lewis; Chris Retajczyk; Terri Slagle,NA
133,133,KAISER PERMANENTE MEDICAL CENTER-SAN FRANCISCO,"2200 O'Farrell St. San Francisco, CA 94115",2200 O'Farrell St.,"San Francisco, CA 94115",Level IIIB; NICU Beds: 22,Neonatologists: 4,Neonatologists names: Carlos Botas; Amnon Goodman; Janet Shimotake; Richard Topel,NA
134,134,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,"1001 Potrero Ave. San Francisco, CA 94110",1001 Potrero Ave.,"San Francisco, CA 94110",Level IIIB; NICU Beds: 25,Neonatologists:,NA,"Refer to Neonatologists Group of UCSF Medical Center, San Francisco, CA"
135,135,ST. LUKE'S HOSPITAL,"3555 Cesar Chavez St. San Francisco, CA 94110",3555 Cesar Chavez St.,"San Francisco, CA 94110",Level IIB; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of California Pacific Medical Center, San Francisco, CA"
136,136,UCSF MEDICAL CENTER; PARNASSUS,"505 Parnassus Ave. San Francisco, CA 94143",505 Parnassus Ave.,"San Francisco, CA 94143",Level IIIC; NICU Beds: 51,Neonatologists: 20,Neonatologists names: Roberta Ballard; Sonia Bonifacio; Ronald Clyman; Fernando Gonzalez; Samuel Hawgood; Roberta Keller; Emin Maltepe; Alma Martinez; David McCulley; Collin Partridge; Elizabeth Rogers; David Rowitch; Timothy Sanders; Sally Sehring; Thomas Shimotake; Susan Sniderman; Yao Sun; William Taeusch; Burt Trevor; Ann Zovein,NA
137,137,GOOD SAMARITAN SAN JOSE,"2425 Samaritan Dr. San Jose, CA 95124",2425 Samaritan Dr.,"San Jose, CA 95124",Level IIIB; NICU Beds: 46,Neonatologists: 8,Naonatologists names: Cindy Chen; Donna Conom; Richard Powers; Meera Sankar; Kenneth Tan; Sridevi Vanigalla; Lota Viray; Tung-Ho Wang,NA
138,138,O'CONNOR HOSPITAL,"2705 Forest Ave. San Jose, CA 95128",2705 Forest Ave.,"San Jose, CA 95128",Level IIIA; NICU Beds: 10,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Clara Valley Medical Center, Santa Clara, CA"
139,139,REGIONAL MEDICAL CENTER OF SAN JOSE,"225 North Jackson Ave. San Jose, CA 95116",225 North Jackson Ave.,"San Jose, CA 95116",Level IIB; NICU Beds: 6,Neonatologists:,NA,"Refer to Neonatologists Group of Good Samaritan Hospital of San Jose, San Jose, CA"
140,140,SANTA CLARA VALLEY MEDICAL CENTER,"751 S. Bascom Ave. San Jose, CA 95128",751 S. Bascom Ave.,"San Jose, CA 95128",Level IIIB; NICU Beds: 40,Neonatotogists: 14,Naonatologists names: Christina Anderson; Cathy Angell; Glenn Desandre; Balaji Govindaswami; Priya Jegatheesan; Eun Kim; Sonya Misra; Sudharani Narasimhan; Mark Petruska; Ashvin Sangoram; Brian Scottoline; Bindya Singh; Donjli Song; Sunshine Weiss,NA
141,141,SIERRA VISTA REGIONAL MEDICAL CENTER,"1010 Murray Ave. San Luis Obispo, CA 93401",1010 Murray Ave.,"San Luis Obispo, CA 93401",Level IIIB; NICU Beds: 22,Neonatologists: 3,Naonatologists names: Claudia Gerard; Luis Ochoa; Steven Van Scoy,NA
142,142,WESTERN MEDICAL CENTER,"1001 N. Tustin Ave. Santa Ana, CA 92705",1001 N. Tustin Ave.,"Santa Ana, CA 92705",Level IIIB; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologists Group of Children's Hospital of Orange County, Orange, CA"
143,143,SANTA BARBARA COTTAGE HOSPITAL,"Pueblo at Bath Sts. Santa Barbara, CA 93102",Pueblo at Bath Sts.,"Santa Barbara, CA 93102",Level IIIB; NICU Beds: 22,Neonatologists: 3,Neonatologists names: Steven Barkley; Barbara Donnelly; Theresa Lueck,NA
144,144,KAISER PERMANENTE MEDICAL CENTER - SANTA CLARA,"700 Lawrence Expressway Santa Clara, CA 95051",700 Lawrence Expressway,"Santa Clara, CA 95051",Level IIIB; NICU Beds: 26,Neonatologists: 7,Neonatologists names: Lawrence Dong; Yuri Knauer; Carol Lin; Preeti Patel; Anu Shetty; Richard Van Woerkum; Carlene Wong,NA
145,145,DOMINICAN SANTA CRUZ HOSPITAL,"1555 Soquel Dr. Santa Cruz, CA 95065",1555 Soquel Dr.,"Santa Cruz, CA 95065",Level IIIB; NICU Beds: 20,Neonatologists: 3,Neonatologists names: Magdy Ismail; Antonios Issa; Edward McNamara,NA
146,146,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,"1250 16th St. Santa Monica, CA 90404",1250 16th St.,"Santa Monica, CA 90404",Level IIIB; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologisis Group of Mattel Children's Hospital at UCLA, Los Angeles, CA"
147,147,ST. JOHN'S HOSPITAL AND HEALTH CENTER,"1328 22nd St. Santa Monica, CA 90404",1328 22nd St.,"Santa Monica, CA 90404",Level IIIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Hugh Macdonald; Evelyn Tintoc,NA
148,148,SANTA ROSA MEMORIAL HOSPITAL,"1165 Montgomery Dr. Santa Rosa, CA 95405",1165 Montgomery Dr.,"Santa Rosa, CA 95405",Level IIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: George Franco; Alan Shotkin,NA
149,149,SUTTER MEDICAL CENTER OF SANTA ROSA,"3325 Chanate Rd. Santa Rosa, CA 95404",3325 Chanate Rd.,"Santa Rosa, CA 95404",Level IIIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Frank Miraglia; Chris Retajczyk,NA
150,150,DAMERON HOSPITAL,"525 W. Acacla St. Stockton, CA 95203",525 W. Acacla St.,"Stockton, CA 95203",Level IIIB; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Ron Hipolito Aaron Simko,NA
151,151,SAN JOAQUIN GENERAL HOSPITAL,"2209 N. California Street Stockton, CA 95202",2209 N. California Street,"Stockton, CA 95202",Level IIIB; NICU Beds: 32,Neonatologists: 3,Neonatologists names: Ronaldo Hipolito; Jeffrey Lindenberg; Aaron Simko,NA
152,152,ST. JOSEPH'S MEDICAL CENTER,"1800 North California St. Stockton, CA 95204",1800 North California St.,"Stockton, CA 95204",Level IIIB; NICU Beds: 24,Neonatologists: 2,Neonatologists names: Shyh-Fang Cheng; Wen Cheng,NA
153,153,OLIVE VIEW-UCLA MEDICAL CENTER,"14445 Olive View Dr. Sylmar, CA 91342-1495",14445 Olive View Dr.,"Sylmar, CA 91342-1495",Level IIIB; NICU Beds: 24,Neonatologists: 2,Neonatologists names: Uday Devaskar; Richard Findlay,NA
154,154,PROVIDENCE TARZANA REGIONAL MEDICAL CENTER,"18321 Clark St. Tarzana, CA 91366",18321 Clark St.,"Tarzana, CA 91366",Level IIIB; NICU Beds: 21,Neonatologists: 3,Neonatologists names: James Banks; Jeanne Ruderman; Frances Su,NA
155,155,LOS ROBLES REGIONAL MEDICAL CENTER,"215 West Janss Rd. Thousand Oaks, CA 93160-1899",215 West Janss Rd.,"Thousand Oaks, CA 93160-1899",Level IIIB; NICU Beds: 12,Neonatologists: 4,Neonatologists names: Lucinda Ben-Avi; Maha Amr El Meligy; Edward Evans; Michael Mah,NA
156,156,HARBOR-UCLA-CHOC,"1124 W. Carson St., RB-1 Torrance, CA 90502","1124 W. Carson St., RB-1","Torrance, CA 90502",Level IIIB; NICU Beds: 35,Neonatologists: 6,Neonatologists names: Soina Dargan Batra; Carol Nicole Brown; Audrey Davis; George Emersn; Virender Rehan; Lynne Smith,NA
157,157,PROVIDENCE LITTLE COMPANY OF MARY HOSPITAL,"4101 Torrance Blvd. Torrance, CA 90503",4101 Torrance Blvd.,"Torrance, CA 90503",Level IIIB; NICU Beds: 34,Neonatologists: 5,Neonatologists names: Soledad Austin; Shirley Misa; Naomi Ozaki; Parvin Safari; Jon Yamamoto,NA
158,158,TORRANCE MEMORIAL MEDICAL CENTER,"8330 Lomita Blvd. Torrance, CA 90505",8330 Lomita Blvd.,"Torrance, CA 90505",Levet IIIB; NICU Beds: 25,Neonatologists: 4,Neonatologists names: Shibani Patell; Bhupala Raghavender; Jayshree Rao; Jerry Schwartz,NA
159,159,SAN ANTONIO COMMUNITY HOSPITAL,"999 San Bernardino Rd. Upland, CA 91786",999 San Bernardino Rd.,"Upland, CA 91786",Level IIIB; NICU Beds: 20,Neonatologists: 2,Neonatologists names: Pen-Liang Chang; Yu-Sheng Wu,NA
160,160,KAISER PERMANENTE MEDICAL CENTER - VALLEJO,"975 Sereno Dr. Vallejo, CA 94589",975 Sereno Dr.,"Vallejo, CA 94589",Level IIB; NICU Beds: 16,Neonatologists: 1,Neonatologists names: Audry Ewig,NA
161,161,VALLEY PRESBYTERIAN HOSPITAL,"15107 Vanowen St., 2nd Floor Van Nuys, CA 91405","15107 Vanowen St., 2nd Floor","Van Nuys, CA 91405",Level IIIA; NICU Beds: 32,Neonatologists: 4,Neonatologists names: Sumithra Kommareddy; Arash Moghimi; Lawrence Shaw; Sukshma Sreepathi,NA
162,162,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENA VENTU,"147 North Brent St. Ventura, CA 93003",147 North Brent St.,"Ventura, CA 93003",Level IIIB; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Ben Bengtsson; John Van Houten,NA
