"","hosp_num","hosp_name","full_address","addr","city","state","zip","nicu_beds","num_neonats","neonat_names","referral"
"99",99,"HUNTINGTON MEMORIAL HOSPITAL ","100 W. California Blvd. Pasadena  CA  91105","100 W. California Blvd.","Pasadena"," CA ","91105","NICU Beds:52","Negnatologiste:4","Neonatologists names: Ernesto Gangitano; Ricardo Liberman; Carolina Stevenson; John Vogt",NA
"100",100,"POMONA VALLEY HOSPITAL MEDICAL CENTER","1798 N. Garey Ave. Pomona  CA  97167","1798 N. Garey Ave.","Pomona"," CA ","97167","NICU Beds:50","Neonatologists:7","Neonatologists names: Mara Coyle; George Franco; Lorraine Jones; Van Lilly; Mary Lim; Siamal Safar; Harjinder Singh",NA
"101",101,"EISENHOWER MEMORIAL HOSPITAL AT EISENHOWER MEDICAL","3900 Bob Hope Dr. Rancho Mirage  CA  92270","3900 Bob Hope Dr.","Rancho Mirage"," CA ","92270","NICU Beds:8","Neonatologists:",NA,"Refer to Desert Hospital, Palm Springs"
"102",102,"MERCY MEDICAL CENTER ","Clairmont Height Redding  CA  96001","Clairmont Height","Redding"," CA ","96001","NICU Bads:6","Neonatologists:1","Neonatologists names: Reena Jain",NA
"103",103,"REDLANDS COMMUNITY HOSPITAL","350 Terracina Blvd. Redlands  CA  92373","350 Terracina Blvd.","Redlands"," CA ","92373","NICU Beds:8","Neonatologists:",NA,"Refer to Riverside Community Hospital, Riverside"
"104",104,"AMI SOUTH BAY HOSPITAL ","514 N. Prospect Ave. Redondo Beach  CA  90277","514 N. Prospect Ave.","Redondo Beach"," CA ","90277","NICU Beds:5","Neonatologists:2","Neonatologists names: Scott Beasley; Ronald Tyrus",NA
"105",105,"KAISER PERMANENTE MEDICAL CENTER - RIVERSIDE","10800 Magnolia Ave. Riverside  CA  92505","10800 Magnolia Ave.","Riverside"," CA ","92505","NICU Beds:8","Neonatologists:1","Neonatologists names: Pradip Shah",NA
"106",106,"PARKVIEW COMMUNITY HOSPITAL ","3865 Jackson St. Riverside  CA  92503","3865 Jackson St.","Riverside"," CA ","92503","NICU Beds:16","Neonatologists:3","Neonatologists names: Elizabeth Demagno; Marc Leitner; Eugene Mahmoud",NA
"107",107,"RIVERSIDE COMMUNITY HOSPITAL ","4446 Magnolia Ave. Riverside  CA  92501","4446 Magnolia Ave.","Riverside"," CA ","92501","NICU Beds:13","Neonatologists:2","Neonatologists names: Shee Leong; Allan Wolpe",NA
"108",108,"RIVERSIDE GENERAL HOSPITAL UNIVERSITY MEDICAL CENTER","9851 Magnolia Ave. Riverside  CA  92503","9851 Magnolia Ave.","Riverside"," CA ","92503","NICU Beds:15","Neonatologists:1","Neonatologists names: Diana Trupp",NA
"109",109,"KAISER PERMANENTE MEDICAL CENTER - SACRAMENTO","2025 Morse Ave. Sacramento  CA  95825","2025 Morse Ave.","Sacramento"," CA ","95825","NICU Beds:13","Neonatologists:3","Neonatologists names: Allen Fischer; Gary McLaughlin; Mark Ziegler",NA
"110",110,"SUTTER MEMORIAL HOSPITAL ","5151 F St. Sacramento  CA  95819","5151 F St.","Sacramento"," CA ","95819","NICU Beds:60","Neonatologists:5","Neonatologists names: Stephen Butler; Faisal Ezzedeen; Arthur Lyons; Andrew Wertz; Shereen Zakauddin",NA
"111",111,"UC DAVIS MEDICAL CENTER ","2315 Stockton Blvd. Sacramento  CA  95817","2315 Stockton Blvd.","Sacramento"," CA ","95817","NICU Beds:40","Neonatologists:6","Neonatologists names: Kathleen Chance; Boyd Goetzman; Allen Merritt; Jay Milstein; Phillip Vaughn; Richard Wennberg",NA
"112",112,"SAN BERNARDINO COMMUNITY HOSPITAL","1805 Medical Center Dr. San Bernardino  CA  92411","1805 Medical Center Dr.","San Bernardino"," CA ","92411","NICU Beds:5","Neonatologists:",NA,"Refer to Riverside Community Hospital, Riverside"
"113",113,"SAN BERNARDINO COUNTY MEDICAL CENTER","780 E. Gilbert St. San Bernardino  CA  92415","780 E. Gilbert St.","San Bernardino"," CA ","92415","NICU Beds:10","Neonatologists:",NA,"Refer to St. Bernardine Medical Center"
"114",114,"ST. BERNARDINE MEDICAL CENTER","2101 N. Waterman Ave. San Bernardino  CA  92404","2101 N. Waterman Ave.","San Bernardino"," CA ","92404","NICU Beds:20","Neonatologists:3","Neonatologists names: Cecilia Casaclaang; Vellore Muraligopal; Thelma Yap",NA
"115",115,"ALVARADO HOSPITAL MEDICAL CENTER","6655 Alvarado Rd. San Diego  CA  92120","6655 Alvarado Rd.","San Diego"," CA ","92120","NICU Beds:6","Neonatologists:1","Neonatologists names: Joel Snyder",NA
"116",116,"CHILDREN'S HOSPITAL OF SAN DIEGO","3020 Children's Way, Ste. MC 5008 San Diego  CA  92123","3020 Children's Way, Ste. MC 5008","San Diego"," CA ","92123","NICU Beds:32","Neonatologists:16","Neonatologists names: Golde Dudell; Marva Evans; Joan Grobstein; Richard Henderson; Larry Johnsgard; Jamieson Jones; Gail Knight; Diane Ludwig; Mark Ogino; Randy Randel; Maynard Rasmussen; Michael Segall; Laurence Shaw; Nancy Wight; Paul Wozniak; Paul Zlotnik",NA
"117",117,"KAISER PERMANENTE MEDICAL CENTER - SAN DIEGO","4547 Zion Ave. San Diego  CA  92120","4547 Zion Ave.","San Diego"," CA ","92120","NICU Beds:35 ","Neonatologists:4","Neonatologists names: Patricia Bromberger; Brian Saunders; Howard Schneider; Lawrence Sweet",NA
"118",118,"MERCY HOSPITAL AND MEDICAL CENTER","4077 Fifth Ave. San Diego  CA  92103","4077 Fifth Ave.","San Diego"," CA ","92103","NICU Beds:19","Neonatologists:2","Neonatologists names: Mario Eyzaguirre; Riad Mardoum",NA
"119",119,"NAVAL MEDICAL CENTER ","34800 Bob Wilson Dr.  San Diego  CA  92134","34800 Bob Wilson Dr. ","San Diego"," CA ","92134","NICU Beds:24 ","Neonatologists:4","Neonatologists names: Bruce Boynton; Charles Davis; William Heroman; Julian Keith",NA
"120",120,"SHARP MARY BIRCH MEMORIAL HOSPITAL FOR WOMEN","7901 Frost St.  San Diego  CA  92123","7901 Frost St. ","San Diego"," CA ","92123","NICU Beds:61","Neonatologists:",NA,"Refer to Children's Hospital of San Diego"
"121",121,"UC SAN DIEGO MEDICAL CENTER","200 W. Arbor Dr. San Diego  CA  92103","200 W. Arbor Dr.","San Diego"," CA ","92103","NICU Beds:40","Neonatologists:5","Neonatologists names: Graham Bernstein; Dale Bull; Gregory Heldt; Frank Mannino; Yvonne Vaucher",NA
"122",122,"CALIFORNIA PACIFIC MEDICAL CENTER","3700 California St. San Francisco  CA  94118","3700 California St.","San Francisco"," CA ","94118","NICU Beds:20","Neonatologists:6","Neonatologists names: Charles Ahlfors; Steven Goldman; Toshiko Hirata; Allen Lee; Kathleen Lewis; Terri Slagle",NA
"123",123,"KAISER PERMANENTE MEDICAL CENTER - SAN FRANCISCO","2200 O'Farrell St. San Francisco  CA  94115","2200 O'Farrell St.","San Francisco"," CA ","94115","NICU Beds: 19","Neonatologists:5","Neonatologists names: Amnon Goodman; James Kantour; Avghi Thunstrom; Richard Topel; Mark Yanover",NA
"124",124,"ZUCKERBUERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER ","1001 Potrero Ave.  San Francisco  CA   94110","1001 Potrero Ave. ","San Francisco"," CA  ","94110","NICU Beds:25","Neonatoloalsts:4","Neonatologists names: Alma Martinez; John Partridge; Susan Sniderman; William Taeusch",NA
"125",125,"ST. LUKE'S HOSPITAL ","3555 Cesar Chavez St.  San Francisco  CA  94110","3555 Cesar Chavez St. ","San Francisco"," CA ","94110","NICU Beds:6","Neonatolegists:1","Neonatologists names: Mariano Gayos ",NA
"126",126,"SAN FRANCISCO MEDICAL CENTER","PO. Box 0734 San Francisco  CA  94143","PO. Box 0734","San Francisco"," CA ","94143","NICU Beds:42","Neonatologisls:13","Neonatologists names: Valerie Charlton; Ronald Clyman; George Gregory; Samuel Hawgood; Joseph Kitterman; Colin Partridge; Roderic Phibbs; Robert Piecuch; Francis Poulain; Louis Scavo; Sally Ann Sehring; Agusto Sola",NA
"127",127,"ALEXIAN BROTHERS HOSPITAL","225 N. Jackson Ave, San Jose  CA  95116","225 N. Jackson Ave,","San Jose"," CA ","95116","NICU Beds:6","Neonatologists:",NA,"Refer to Good Samaritan Hospital of Santa Clara Valley"
"128",128,"GOOD SAMARITAN HOSPITAL OF SANTA CLARA VALLEY","2425 Samaritan Dr.  San Jose  CA   96124","2425 Samaritan Dr. ","San Jose"," CA  ","96124","NICU Beds:23 ","Neonatologisis:6","Neonatologists names: Edward Alderete; Donna Conom; Paul Hoffman; Dushyant Oza; Kenneth Tan; Lota Viray",NA
"129",129,"KAISER PERMANENTE MEDICAL CENTER - SAN JOSE","250 Hospital Pky. San Jose  CA  95119","250 Hospital Pky.","San Jose"," CA ","95119","NICU Beds:7","Neonatologists:1","Neonatologists names: Alexander Gelber",NA
"130",130,"O'CONNOR HOSPITAL","2705 Forest Ave. San Jose  CA  95128","2705 Forest Ave.","San Jose"," CA ","95128","NICU Beds:8","Neonatologists:",NA,"Refer to Good Samaritan Hospital of Santa Clara Valley"
"131",131,"SAN JOSE MEDICAL CENTER","675 E. Santa Clara San Jose  CA  95112","675 E. Santa Clara","San Jose"," CA ","95112","NICU Beds:8","Neonatologists:",NA,"Refer to Good Samaritan Hospital of Santa Clara Valley"
"132",132,"SANTA CLARA VALLEY MEDICAL CENTER","751 S. Bascom Ave. San Jose  CA  95128","751 S. Bascom Ave.","San Jose"," CA ","95128","NICU Beds:28","Neonatologists:3","Neonatologists names: Ronald Cohen; Gregory Glasscock; Eun Kim",NA
"133",133,"WESTERN MEDICAL CENTER ","1001 N. Tustin Ave.  Santa Ana  CA  92705","1001 N. Tustin Ave. ","Santa Ana"," CA ","92705","NICU Beds:8","Neonatologists:5","Neonatologists names: Joseph Awadall; Shahid Kamaran; Richard Meidell; Pankaj Mistry; Naglaa Ramadan",NA
"134",134,"SANTA BARBARA COTTAGE HOSPITAL ","Pueblo at Bath Sts. Santa Barbara  CA  93102","Pueblo at Bath Sts.","Santa Barbara"," CA ","93102","NICU Beds:22","Neonatologists:3","Neonatologists names: Steven Barkley; Barbara Donnelly; Theresa Lueck",NA
"135",135,"KAISER PERMANENTE MEDICAL CENTER - SANTA CLARA","900 Kiely Blvd. Santa Clara  CA   95051","900 Kiely Blvd.","Santa Clara"," CA  ","95051","NICU Beds:19","Neonatologists:4","Neonatologists names: Lawrence Dong; Stephen Fernbach; Chankrika Kapadia; Paul Quintana",NA
"136",136,"SANTA MONICA HOSPITAL MEDICAL CENTER","1250 16th St. Santa Monica  CA  90404","1250 16th St.","Santa Monica"," CA ","90404","NICU Beds:12","Neonatolagists:4","Neonatologists names: Claudia Alleyene; George Franco; Sue Hall; Hugh MacDonald ",NA
"137",137,"ST. JOHN'S HOSPITAL AND HEALTH CENTER","1328 22nd St. Santa Monica  CA  90404","1328 22nd St.","Santa Monica"," CA ","90404","NICU Beds:14","Neonatologists:",NA,"Refer to Santa Monica Hospital Center"
"138",138,"COMMUNITY HOSPITAL","3325 Chanale Rd.  Santa Rosa  CA  95404","3325 Chanale Rd. ","Santa Rosa"," CA ","95404","NICU Beds:10","Neonatologists:3","Neonatologists names: Harry Ackley; Rick Anaka; Frank Miraglia",NA
"139",139,"DAMERON HOSPITAL ","525 W. Acacia St. Stockton  CA  95203","525 W. Acacia St.","Stockton"," CA ","95203","NICU Beds:16","Neonatologists:1","Neonatologists names: Aaron Simko",NA
"140",140,"SAN JOAQUIN GENERAL HOSPITAL ","P.O. Box 1020 Stockton  CA  95201","P.O. Box 1020","Stockton"," CA ","95201","NICU Beds:32","Neonatologists:2","Neonatologists names: Jeffery Lindenberg; Leedell Reuben",NA
"141",141,"OLIVE VIEW MEDICAL CENTER","14445 Olive View Dr. Sylmar  CA  91342","14445 Olive View Dr.","Sylmar"," CA ","91342","NICU Beds:20","Neonatologists:",NA,"Refer to UCLA Medical Center, Los Angeles"
"142",142,"ENCINO/TARZANA REGIONAL MEDICAL CENTER ","18321 Clark St.  Tarzana  CA   91356","18321 Clark St. ","Tarzana"," CA  ","91356","NICU Beds:21","Neonatologists:3","Neonatologists names: James Banks; Jeanne Ruderman; James Schick",NA
"143",143,"HARBOR-UCLA MEDICAL CENTER ","1000 W. Carson St. Torrance  CA  90500","1000 W. Carson St.","Torrance"," CA ","90500","NICU Beds:42","Neonatologists:4","Neonatologists names: Alan Jobe; Rosemary Leake; Daniel Polk; Usha Raj",NA
"144",144,"LITTLE COMPANY OF MARY HOSPITAL","4101 Torrance Blvd. Torrance  CA  90503","4101 Torrance Blvd.","Torrance"," CA ","90503","NICU Beds:12","Neonatologists:3","Neonatologists names: Glen Komatsu; Shirley Misa; Jon Yamamoto",NA
"145",145,"TORRANCE MEMORIAL MEDICAL CENTER","3330 Lomita Blvd. Torrance  CA  90505","3330 Lomita Blvd.","Torrance"," CA ","90505","NICU Beds:12","Neonatologists:5","Neonatologists names: Nancy Marchick; Shibani Patell; Jay Rao; Jerrry Schwartz; Moises Sinay",NA
"146",146,"SAN ANTONIO COMMUNITY HOSPITAL","999 San Bernardino Rd.  Upland  CA  91784","999 San Bernardino Rd. ","Upland"," CA ","91784","NICU Beds:7","Neonatologists:2","Neonatologists names: Edgar Chernin; Tony Wu",NA
"147",147,"VALLEY PRESBYTERIAN HOSPITAL ","15107 Vanowen St., 2nd Floor Van Nuys  CA  91405","15107 Vanowen St., 2nd Floor","Van Nuys"," CA ","91405","NICU Beds:25","Neonatologists:6","Neonatologists names: Maha Amr-El Meligy; Kim Bui; Sue Hall; Mirin Hemasilpin-Bartle; Hugh MacDonald; Sukshma",NA
"148",148,"VENTURA COUNTY MEDICAL CENTER ","3291 Loma Vista Rd. Ventura  CA  93003","3291 Loma Vista Rd.","Ventura"," CA ","93003","NICU Beds:30","Neonatologists:4","Neonatologists names: Anthony Dajnowicz; David Kasting; Michael Mah; Karen Woo",NA
"149",149,"JOHN MUIR MEDICAL CENTER.","1601 Ygnacio Valley Rd. Walnut Creek  CA  94598","1601 Ygnacio Valley Rd.","Walnut Creek"," CA ","94598","NICU Beds:13","Neonatologists:2","Neonatologists names: William Murphy; Charles Scott",NA
"150",150,"KAISER PERMANENTE MEDICAL CENTER - WALNUT CREEK","1425 S. Main St. Walnut Creek  CA  94596","1425 S. Main St.","Walnut Creek"," CA ","94596","NICU Beds:15","Neonatolagists:3","Neonatologists names: David Golembeski; Marc Usatin; Ted Zukin",NA
"151",151,"QUEEN OF THE VALLEY HOSPITAL ","1115 S. Sunset Ave. West Covina  CA  91790","1115 S. Sunset Ave.","West Covina"," CA ","91790","NICU Beds:22","Neonatologists:7","Neonatologists names: Veeraiah Chundu; Gilbert Furman; Mitchell Goldstein; Gilbert Martin; Jeff Martin; Mita Shah; Bruce Sindel",NA
"152",152,"PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 Washington Blvd.  Whittier  CA  90602","12401 Washington Blvd. ","Whittier"," CA ","90602","NICU Beds:26","Neonatologists:2","Neonatologists names: Ken Chon; Tao Nguyen",NA
"153",153,"KAISER PERMANENTE MEDICAL CENTER - WOODLAND HILLS","5601 De Soto Ave. Woodland Hills  CA  91365","5601 De Soto Ave.","Woodland Hills"," CA ","91365","NICU Beds:18","Neonatologists:4","Neonatologists names: Shankar Bhatta; David Braun; Thomas Sherry; Keith Utley",NA
"154",154,"AURORA PRESBYTERIAN HOSPITAL","700 Potomac St. Aurora  CO  80011","700 Potomac St.","Aurora"," CO ","80011","NICU Beds: 10","Neonatologists:",NA,"Refer to Presbylerian-St. Luke's Medical Center"
"155",155,"AURORA REGIONAL MEDICAL CENTER","1501 S. Potomac Aurora  CO  80012","1501 S. Potomac","Aurora"," CO ","80012","NICU Beds:8","Neonatolopists:",NA,"Refer to Children's Hospital, Denver"
"156",156,"MEMORIAL HOSPITAL ","1400 E. Boulder St. Colorado Springs  CO  80909","1400 E. Boulder St.","Colorado Springs"," CO ","80909","NICU Beds:54","Neonatologists:3","Neonatologists names: Stuart Blitzer; Keith Meredith; Donald Rommes",NA
"157",157,"CHILDREN'S HOSPITAL ","1056 E. 19th Ave. Denver  CO  80218","1056 E. 19th Ave.","Denver"," CO ","80218","NICU Beds:20","Neonatologists:14","Neonatologists names: Joseph Butterfield; Daniel Hall; David Hall; Jacinto Hernandez; Douglas Jones; Jan Kennaugh; John Kinsella; Gerald Merenstein; Susan Niermeyer; Adam Rosenberg; Elizabeth Thilo; Patti Thureen; Susan Townsend; Randall Wilkening",NA
"158",158,"DENVER GENERAL HOSPITAL ","777 Bannock St. Denver  CO  80204","777 Bannock St.","Denver"," CO ","80204","NICU Beds:10","Neonatologists:2","Neonatologists names: Sharon Langendoerfer; Owen O'Meara",NA
"159",159,"PRESBYTERIAN-ST. LUKE'S MEDICAL CENTER","1719 E. 19th Ave. Denver  CO  80218","1719 E. 19th Ave.","Denver"," CO ","80218","NICU Beds:46 ","Neonatologists:6","Neonatologists names: Mark Brown; Delphine Eichorst; Jeff Hanson; Peter Honeyfield; Barbara Quissell; Bruce Reddix",NA
"160",160,"PROVENANT ST. ANTHONY HOSPITAL CENTRAL","4231 W. 16th Ave. Denver  CO  80204","4231 W. 16th Ave.","Denver"," CO ","80204","NICU Beds:10","Neonatologists:",NA,"Refer to Children's Hospital, Denver"
"161",161,"ROSE MEDICAL CENTER ","4567 E. Ninth Ave. Denver  CO  80220","4567 E. Ninth Ave.","Denver"," CO ","80220","NICU Beds:24","Neonatologists:2","Neonatologists names: Edward Berman; Joe Toney",NA
"162",162,"ST. JOSEPH HOSPITAL ","1835 Franklin St. Denver  CO  80218","1835 Franklin St.","Denver"," CO ","80218","NICU Beds:39","Neonatologists:9","Neonatologists names: David Belenky; Mark DeMarie; Abraham Grinberg; Peter hulac; Elizabeth Kincannon; Alfanso Pantoja; Johnathan Roth; Jane Scott; Christina Ukrainski",NA
"163",163,"UNIVERSITY OF COLORADO HEALTH SCIENCE CENTER","4200 E. Ninth Ave. Denver  CO  80262","4200 E. Ninth Ave.","Denver"," CO ","80262","NICU Beds:24","Neonatologists:2","Neonatologists names: Frederick Battaglia; William Hay Jr.","Refer to Children’s Hospital, Denver"
"164",164,"SWEDISH MEDICAL CENTER ","501 E. Hampden Ave./P.O. Box 6056 Englewood  CO  80110","501 E. Hampden Ave./P.O. Box 6056","Englewood"," CO ","80110","NICU Beds:15","Neonatologists:2","Neonatologists names: Janis Johnson; Karen Zarlengo",NA
"165",165,"ST. MARY'S HOSPITAL & MEDICAL CENTER","2635 N 7th St. Grand Junction  CO  81501","2635 N 7th St.","Grand Junction"," CO ","81501","NICU Beds:17","Neonatologists:2","Neonatologists names: Richard Flaksman; Ann Olewnik",NA
"166",166,"LITTLETON HOSPITAL PORTER","7700 S. Broadway Littleton  CO  80122","7700 S. Broadway","Littleton"," CO ","80122","NICU Beds:10","Neonatologists:",NA,"Refer to Swedish Medical Center, Englewood"
"167",167,"NORTH SUBURBAN MEDICAL CENTER","9191 Grant St. Thornton  CO  80229","9191 Grant St.","Thornton"," CO ","80229","NICU Beds:6","Neonatologists:",NA,"Refer to Children's Hospital, Denver"
"168",168,"PROVENANT ST. ANTHONY HOSPITAL NORTH","2551 W. 84th Ave. Westminster  CO  80030","2551 W. 84th Ave.","Westminster"," CO ","80030","NICU Beds:8","Neonatologists:",NA,"Refer to Rose Medical Center, Denver"
"169",169,"LUTHERAN MEDICAL CENTER","8300 W. 38th Ave. Wheat Ridge  CO  80033","8300 W. 38th Ave.","Wheat Ridge"," CO ","80033","NICU Beds:12","Neonatologists:",NA,"Refer to Children's Hospital, Denver"
"170",170,"BRIDGEPORT HOSPITAL ","267 Grant St. Bridgeport  CT  06610","267 Grant St.","Bridgeport"," CT ","06610","NICU Beds:20","Neonatologists:4","Neonatologists names: Christine Butler; Richard Freedman; Robert Herzlinger; Cheryl Menzies",NA
"171",171,"DANBURY HOSPITAL ","24 Hospital Ave. Danbury  CT  06810","24 Hospital Ave.","Danbury"," CT ","06810","NICU Beds:12","Neonatologists:2","Neonatologists names: Edward James; Laura Lasley",NA
"172",172,"UNIVERSITY OF CONNECTICUT HEALTH CENTER","263 Farmington Ave Farmington  CT  06030","263 Farmington Ave","Farmington"," CT ","06030","NICU Beds:47","Neonatologists:7","Neonatologists names: Naveed Hussain; Isabella Knox; Mitchell Kresch; Mariann Pappagallo; Ted Rosenkrantz; Jonellle Rowe; Marilyn Sanders",NA
"173",173,"HARTFORD HOSPITAL ","80 Seymour St. Hartford  CT  06102","80 Seymour St.","Hartford"," CT ","06102","NICU Beds:26","Neonatologists:3","Neonatologists names: Leonard Eisenfeld; Victor Herson; Kathleen Marinelli",NA
"174",174,"ST. FRANCIS HOSPITAL AND MEDICAL CENTER","114 Woodland St. Hartford  CT  06105","114 Woodland St.","Hartford"," CT ","06105","NICU Beds: 18","Neonatologists:3","Neonatologists names: Hema De Silva; Carla Jacobson; Peter Kurtis",NA
"175",175,"NEW BRITAIN GENERAL HOSPITAL ","100 Grand St. New Britain  CT  06050","100 Grand St.","New Britain"," CT ","06050","NICU Beds:12","Neonatologists: 2","Neonatologists names: Maxine Asnis; Antoinetta Capriglione",NA
"176",176,"CHILDREN'S HOSPITAL AT YALE NEW HAVEN","P.O. Box 208064 New Haven  CT  06520","P.O. Box 208064","New Haven"," CT ","06520","NICU Beds:48","Neonalologists:10","Neonatologists names: Richard Ehrenkranz; Mae Gailani; Patrick Gallagher; Ian Gross; Jeffery Gruen; Harris Jacobs; Lily Lou; Mark Mercurio; Steven Peterec; Emese Pinter",NA
"177",177,"HOSPITAL OF ST. RAPHAEL ","1450 Chapel St. New Haven  CT  06511","1450 Chapel St.","New Haven"," CT ","06511","NICU Beds:8","Neonatologists:1","Neonatologists names: Steven Peterec",NA
"178",178,"LAWRENGE & MEMORIAL HOSPITAL ","365 Montauk Ave. New London  CT  06320","365 Montauk Ave.","New London"," CT ","06320","NICU Beds:12","Neonatologists:3","Neonatologists names: David Cheromcha; Mark Mercurio; Michael Witman",NA
"179",179,"NORWALK HOSPITAL","34 Maple St. Norwalk  CT  06856","34 Maple St.","Norwalk"," CT ","06856","NICU Beds:18","Neonalologists:5","Neonatologists names: James Belisle; Stuart Danoff; Jeffery Gruskay; John McNamara; Benjamin Tsang",NA
"180",180,"STAMFORD HOSPITAL","190 W. Broad St. Stamford  CT  06902","190 W. Broad St.","Stamford"," CT ","06902","NICU Beds:12","Neonatologists:3","Neonatologists names: Bharati Banerjee; Marco Gonzalez; Gerald Rakos",NA
"181",181,"KENT GENERAL HOSPITAL ","640 S. State St. Dover  DE  19901","640 S. State St.","Dover"," DE ","19901","NICU Beds:6","Neonatologists:2","Neonatologists names: Uday Nadkarny; Jean Tay",NA
"182",182,"CHRISTIANA HOSPITAL ","4755 Ogletown-Santon Rd. Newark  DE  19718","4755 Ogletown-Santon Rd.","Newark"," DE ","19718","NICU Beds:48","Neonatologists:5","Neonatologists names: David Paul; Stephen Pearlman; John Spear; John Stefano; Deborah Tuttle",NA
